purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO000752,SUP026,ITM00021,457,11-08-2025,20-09-2025,Delayed
PO000753,SUP020,SKU00054,61,09-07-2025,27-08-2025,Delayed
PO000754,SUP030,ITM00158,386,02-02-2024,03/18/2024,Delayed
PO000755,SUP026,PRO00198,162,05-05-2023,15-05-2023,Delivered
PO000756,SUP018,ITM00023,474,24-02-2025,03-02-2025,Delivered
PO000757,SUP005,PRO00013,209,11-05-2025,12-06-2025,Pending
PO000758,SUP028,PRO00027,235,30-07-2025,03-09-2025,Cancelled
PO000759,SUP027,PRO00198,160,08-02-2024,10-03-2024,Cancelled
PO000760,SUP016,PRO00012,509,04-04-2023,18-05-2023,Delivered
PO000761,SUP024,SKU00083,448,01-02-2023,12-02-2023,Cancelled
PO000762,SUP010,ITM00071,272,07-06-2025,15-06-2025,Cancelled
PO000763,SUP014,ITM00105,190,13-09-2024,19-09-2024,In Transit
PO000764,SUP023,ITM00071,405,24-01-2023,16-02-2023,Delivered
PO000765,SUP029,SKU00089,199,21-06-2024,02-08-2024,Delivered
PO000766,SUP001,SKU00054,386,02-05-2024,08-05-2024,In Transit
PO000767,SUP015,PRO00115,115,26-07-2024,15-08-2024,Pending
PO000768,SUP015,SKU00154,209,07-04-2023,11-05-2023,Delivered
PO000769,SUP029,SKU00152,312,13-02-2023,24-03-2023,In Transit
PO000770,SUP028,PROD00073,249,03/30/2024,14-04-2024,Delayed
PO000771,SUP026,SKU00142,511,12-01-2024,28-01-2024,Cancelled
PO000772,SUP023,SKU00152,86,23-04-2024,09-05-2024,Cancelled
PO000773,SUP004,PROD00185,353,21-11-2024,06-12-2024,Delayed
PO000774,SUP009,ITM00070,535,22-01-2025,31-01-2025,Delivered
PO000775,SUP022,PRO00100,111,06-11-2023,23-12-2023,Pending
PO000776,SUP020,PROD00102,535,14-06-2023,27-07-2023,In Transit
PO000777,SUP010,PROD00059,334,05-08-2024,18-08-2024,Delivered
PO000778,SUP029,PROD00080,204,14-01-2025,22-01-2025,Delivered
PO000779,SUP016,SKU00046,508,26-01-2024,01-02-2024,Cancelled 
PO000780,SUP005,PRO00019,377,08-12-2023,06-01-2024,Pending
PO000781,SUP009,PRO00109,292,22-10-2023,12-11-2023,Cancelled
PO000782,SUP007,PROD00075,348,07-06-2025,18-07-2025,Pending
PO000783,SUP009,PROD00136,200,04-11-2024,23-12-2024,Pending
PO000784,SUP015,PROD00062,523,25-04-2025,07-06-2025,Pending
PO000785,SUP008,PROD00149,525,12-06-2024,12-07-2024,Delayed
PO000786,SUP029,PROD00192,410,09-12-2024,01-01-2025,Delivered
PO000787,SUP023,SKU00088,186,09-08-2024,26-09-2024,Delayed
PO000788,SUP009,SKU00079,155,07-08-2023,15-09-2023,Pending
PO000789,SUP015,SKU00181,269,30-08-2024,25-09-2024,Pending
PO000790,SUP029,SKU00142,267,,12-06-2024,Cancelled
PO000791,SUP009,PRO00148,423,17-06-2025,24-07-2025,Pending
PO000792,SUP011,PRO00133,183,27-03-2023,25-04-2023,In Transit
PO000793,SUP012,PROD00168,496,21-12-2023,04-02-2024,Cancelled
PO000794,SUP006,PRO00005,60,21-07-2025,29-07-2025,Delayed
PO000795,SUP021,PROD00125,486,13-11-2024,24-11-2024,Delivered
PO000796,SUP004,PROD00051,347,19-06-2024,28-07-2024,In Transit
PO000797,SUP001,SKU00020,242,28-04-2025,18-05-2025,Delivered
PO000798,SUP008,PRO00104,301,11-03-2023,19-04-2023,In Transit
PO000799,SUP029,SKU00143,237,12-09-2023,06-10-2023,Cancelled
PO000800,SUP022,PRO00183,,06-04-2025,20-05-2025,In Transit
PO000801,SUP009,SKU00152,62,06-05-2023,26-05-2023,Delivered
PO000802,SUP003,SKU00057,503,19-03-2023,27-04-2023,Delayed
PO000803,SUP028,SKU00159,401,15-07-2023,28-07-2023,Delayed
PO000804,SUP014,PROD00187,126,14-02-2025,01-04-2025,In Transit
PO000805,SUP019,PRO00010,543,27-01-2025,06-02-2025,In Transit
PO000806,SUP027,PROD00136,219,01-09-2025,11-10-2025,Delayed
PO000807,SUP002,PROD00008,533,30-09-2023,16-10-2023,In Transit 
PO000808,SUP014,PRO00081,159,08-07-2024,12-08-2024,Delivered
PO000809,SUP022,ITM00172,185,19-12-2024,04-01-2025,Pending
PO000810,SUP022,PROD00024,214,16-09-2025,28-10-2025,In Transit
PO000811,SUP025,PRO00003,55,05-06-2024,23-06-2024,Cancelled
PO000812,SUP013,PROD00165,321,24-03-2025,04-05-2025,Pending
PO000813,SUP029,PROD00167,313,20-02-2023,10-03-2023,
PO000814,SUP021,PROD00123,473,18-09-2024,17-10-2024,Cancelled
PO000815,SUP019,ITM00128,225,31-07-2025,15-09-2025,Delayed
PO000816,SUP001,SKU00079,83,15-12-2023,15-01-2024,Delivered
PO000817,SUP004,PRO00037,485,03-10-2023,08-10-2023,Pending
PO000818,SUP016,PRO00087,62,07-12-2024,15-12-2024,Delayed
PO000819,SUP029,PRO00037,125,12-10-2023,24-11-2023,Delayed 
PO000820,SUP009,ITM00128,226,27-05-2023,01-07-2023,Cancelled
PO000821,SUP009,PROD00006,66,04-10-2024,14-11-2024,In Transit
PO000822,SUP010,PRO00003,128,30-10-2023,04-11-2023,Cancelled
PO000823,SUP028,ITM00200,76,13-03-2024,29-03-2024,
PO000824,SUP007,PRO00007,197,11-03-2023,18-03-2023,Cancelled
PO000825,SUP020,SKU00069,122,28-12-2024,21-01-2025,Pending
PO000826,SUP009,SKU00088,422,30-01-2024,17-02-2024,Delivered
PO000827,SUP010,PRO00076,62,08-07-2024,16-08-2024,Pending
PO000828,SUP002,SKU00009,487,10-03-2025,26-03-2025,Delivered
PO000829,SUP017,PRO00076,159,23-06-2024,07-07-2024,Pending
PO000830,SUP022,PRO00066,446,09-05-2024,26-05-2024,Pending
PO000831,SUP011,PROD00049,332,10-11-2023,20-11-2023,Delivered
PO000832,SUP003,SKU00083,173,04-04-2024,12-04-2024,In Transit
PO000833,SUP008,PRO00037,502,03-02-2025,15-03-2025,Cancelled
PO000834,SUP020,PROD00187,348,,31-12-2023,Delayed
PO000835,SUP008,PROD00004,97,22-07-2024,11-08-2024,Delayed
PO000836,SUP022,SKU00069,522,11-05-2024,17-05-2024,In Transit
PO000837,SUP007,ITM00175,252,28-07-2025,10-08-2025,Pending
PO000838,SUP019,PRO00137,68,31-12-2023,24-01-2024,In Transit
PO000839,SUP006,PROD00024,476,01-11-2023,20-11-2023,Pending
PO000840,SUP013,PRO00119,411,,07-01-2023,Pending
PO000841,SUP025,PRO00198,54,18-06-2024,09-07-2024,Delayed
PO000842,SUP023,PRO00003,284,08-12-2024,20-12-2024,Pending
PO000843,SUP013,PROD00184,96,08-06-2024,06-07-2024,Delivered
PO000844,SUP008,ITM00135,466,10-02-2024,07-03-2024,Cancelled
PO000845,SUP002,PROD00045,328,05-11-2024,30-05-2024,Pending
PO000846,SUP027,PRO00078,153,05/18/2025,23-06-2025,Cancelled
PO000847,SUP015,ITM00099,513,12-11-2023,19-12-2023,In Transit
PO000848,SUP016,ITM00110,98,30-04-2024,16-06-2024,Pending
PO000849,SUP024,PRO00078,467,20-01-2025,12-02-2025,In Transit
PO000850,SUP023,PROD00018,404,31-10-2023,04-12-2023,In Transit
PO000851,SUP004,ITM00158,261,12-09-2025,28-10-2025,Delivered
PO000852,SUP008,PROD00174,79,16-10-2024,07-11-2024,Cancelled
PO000853,SUP017,PROD00123,431,10-07-2023,30-07-2023,Cancelled
PO000854,SUP013,ITM00025,534,23-03-2023,21-04-2023,Pending
PO000855,SUP023,ITM00110,373,27-01-2025,15-03-2025,
PO000856,SUP016,PROD00084,287,03-01-2024,22-01-2024,Cancelled
PO000857,SUP017,PROD00165,281,29-09-2023,15-11-2023,Delayed
PO000858,SUP006,PRO00066,217,11-12-2023,17-12-2023,In Transit
PO000859,SUP014,ITM00200,149,10-04-2023,16-04-2023,Delivered
PO000860,SUP001,PROD00090,504,27-09-2023,15-11-2023,Delivered
PO000861,SUP027,SKU00083,124,30-09-2023,08-10-2023,In Transit
PO000862,SUP001,ITM00127,335,12-09-2023,02-10-2023,Cancelled
PO000863,SUP022,SKU00009,494,03-04-2025,12-04-2025,In Transit
PO000864,SUP019,SKU00093,206,05-06-2023,15-07-2023,Cancelled
PO000865,SUP013,ITM00126,427,21-06-2023,04-08-2023,Pending
PO000866,SUP022,PROD00125,267,31-12-2023,23-01-2024,Pending
PO000867,SUP009,ITM00001,,10-11-2023,07-12-2023,Cancelled
PO000868,SUP002,PRO00022,205,31-03-2025,16-05-2025,In Transit
PO000869,SUP023,SKU00035,303,02-08-2025,01-09-2025,In Transit
PO000870,SUP002,PROD00080,382,24-04-2023,09-05-2023,In Transit
PO000871,SUP020,PROD00153,57,30-07-2024,29-08-2024,In Transit
PO000872,SUP014,PROD00185,500,12-06-2024,28-07-2024,Pending
PO000873,SUP008,ITM00166,462,06-07-2023,13-07-2023,In Transit
PO000874,SUP020,ITM00033,284,03-03-2024,16-03-2024,Delivered
PO000875,SUP016,SKU00142,315,,27-09-2025,Pending
PO000876,SUP001,ITM00099,499,,10-08-2023,Pending
PO000877,SUP009,ITM00111,315,08-08-2024,31-08-2024,Delivered
PO000878,SUP014,PROD00167,467,13-06-2023,07/29/2023,Pending
PO000879,SUP005,PRO00007,296,01-09-2025,12-10-2025,Cancelled
PO000880,SUP008,PRO00076,234,08-01-2025,25-02-2025,
PO000881,SUP026,PRO00144,421,28-08-2023,30-09-2023,In Transit
PO000882,SUP018,ITM00011,321,30-08-2024,08-10-2024,Pending
PO000883,SUP020,PRO00007,306,04-10-2024,23-11-2024,Pending
PO000884,SUP024,PRO00053,413,17-10-2024,10-11-2024,In Transit
PO000885,SUP026,SKU00093,159,23-06-2025,12-08-2025,In Transit
PO000886,SUP008,SKU00054,310,29-04-2023,03-06-2023,In Transit
PO000887,SUP013,PROD00125,78,22-10-2023,28-11-2023,Delivered
PO000888,SUP014,PRO00032,389,20-05-2025,12-06-2025,
PO000889,SUP013,ITM00158,87,14-03-2025,21-03-2025,Pending
PO000890,SUP003,PRO00047,228,02-02-2024,09-02-2024,Delayed
PO000891,SUP008,PRO00195,214,13-02-2025,21-02-2025,Pending
PO000892,SUP007,SKU00020,260,10-04-2023,21-04-2023,In Transit
PO000893,SUP023,PROD00153,548,02-03-2024,17-04-2024,Cancelled
PO000894,SUP021,PROD00080,414,27-02-2023,22-03-2023,Cancelled
PO000895,SUP003,PROD00178,205,16-08-2025,30-09-2025,Pending
PO000896,SUP030,PRO00095,472,01-05-2023,01-06-2023,Delayed
PO000897,SUP023,PRO00064,227,30-06-2023,18-07-2023,Cancelled
PO000898,SUP010,ITM00050,463,25-11-2024,18-12-2024,Delayed
PO000899,SUP012,PROD00160,,03-11-2024,09-11-2024,Pending
PO000900,SUP006,SKU00020,70,13-06-2024,13-07-2024,Delivered
PO000901,SUP006,PROD00168,345,27-06-2025,30-07-2025,Pending
PO000902,SUP011,PRO00052,196,13-05-2023,10-06-2023,Delivered
PO000903,SUP030,PRO00074,358,05-03-2025,08-04-2025,Cancelled
PO000904,SUP008,PROD00132,457,01-02-2023,14-02-2023,Delayed
PO000905,SUP013,ITM00200,207,10-08-2023,29-08-2023,Pending
PO000906,SUP017,PRO00163,538,24-02-2025,13-03-2025,In Transit
PO000907,SUP030,PRO00097,259,25-06-2025,07/15/2025,Delivered
PO000908,SUP002,PRO00019,290,27-01-2023,15-03-2023,Delayed
PO000909,SUP026,ITM00036,411,22-01-2025,11-02-2025,Pending
PO000910,SUP027,PRO00013,434,19-09-2025,25-09-2025,Cancelled
PO000911,SUP012,PROD00149,328,04-08-2024,15-08-2024,Delivered
PO000912,SUP002,PROD00185,182,17-01-2025,22-02-2025, Pending
PO000913,SUP009,PROD00191,348,14-06-2024,23-06-2024,Delayed
PO000914,SUP023,PROD00045,326,27-08-2023,23-09-2023,In Transit
PO000915,SUP017,PRO00157,269,22-07-2024,12-08-2024,Pending
PO000916,SUP012,PROD00136,263,26-08-2023,05-09-2023,Cancelled
PO000917,SUP025,PROD00125,326,20-09-2025,29-09-2025,Delayed
PO000918,SUP001,PROD00187,255,03-12-2023,16-01-2024,In Transit
PO000919,SUP021,ITM00063,406,08-04-2025,19-04-2025,Cancelled
PO000920,SUP024,PRO00151,203,25-05-2023,03-07-2023,Cancelled
PO000921,SUP011,PROD00136,101,29-04-2025,12-06-2025,In Transit
PO000922,SUP029,PROD00149,418,12-06-2023,26-07-2023,Cancelled
PO000923,SUP030,ITM00166,167,05-05-2024,17-05-2024,In Transit
PO000924,SUP028,PRO00027,247,20-02-2024,01-03-2024,Delivered 
PO000925,SUP027,SKU00186,62,22-03-2024,27-03-2024,Pending
PO000926,SUP020,SKU00138,381,19-03-2024,29-04-2024,Delayed
PO000927,SUP027,SKU00067,519,16-03-2024,31-03-2024,Cancelled
PO000928,SUP008,PROD00048,112,26-06-2025,03-07-2025,In Transit
PO000929,SUP011,SKU00083,473,08-02-2024,08-03-2024,In Transit
PO000930,SUP026,SKU00188,430,06-01-2024,07-02-2024,In Transit
PO000931,SUP014,PROD00008,149,23-06-2024,01-07-2024,Delivered
PO000932,SUP029,SKU00088,299,30-08-2024,13-10-2024,Pending
PO000933,SUP025,ITM00050,495,18-08-2024,09-01-2024,Delayed
PO000934,SUP006,SKU00194,524,23-06-2025,06-07-2025,Delayed
PO000935,SUP007,SKU00094,141,06-02-2023,14-03-2023,Cancelled
PO000936,SUP004,ITM00127,267,20-05-2025,29-06-2025,
PO000937,SUP011,PROD00165,248,24-02-2023,21-03-2023,Pending
PO000938,SUP008,PROD00192,387,08-01-2023,14-01-2023,In Transit
PO000939,SUP017,SKU00190,392,05-01-2023,11-02-2023,Pending
PO000940,SUP014,PROD00185,418,29-12-2023,12-01-2024,In Transit
PO000941,SUP012,PRO00183,190,27-02-2024,15-03-2024,
PO000942,SUP007,ITM00063,359,20-11-2024,12-12-2024,Delivered
PO000943,SUP019,PRO00064,188,27-02-2025,25-03-2025,Delayed
PO000944,SUP029,PRO00066,546,28-02-2023,20-03-2023,Pending
PO000945,SUP025,ITM00139,448,22-01-2025,28-02-2025,Pending
PO000946,SUP013,SKU00061,306,12-03-2024,22-04-2024,Delivered
PO000947,SUP027,ITM00025,153,25-05-2024,02-07-2024,Pending
PO000948,SUP006,PRO00005,415,24-04-2024,04-05-2024,Delayed
PO000949,SUP019,SKU00067,103,03-11-2024,13-11-2024,Delivered
PO000950,SUP016,SKU00120,362,14-03-2024,25-04-2024,Cancelled
PO000951,SUP028,SKU00138,90,05-03-2024,01-04-2024,Delivered
PO000952,SUP004,PRO00151,129,13-09-2025,28-10-2025,Delivered
PO000953,SUP025,PRO00195,74,24-11-2024,08-01-2025,Cancelled
PO000954,SUP026,SKU00067,357,13-09-2024,07-10-2024,Delivered
PO000955,SUP013,SKU00082,534,29-07-2023,17-09-2023,Pending
PO000956,SUP022,ITM00114,421,17-08-2025,09/14/2025,Delivered
PO000957,SUP023,ITM00025,450,20-06-2025,01-08-2025,Pending
PO000958,SUP015,PRO00137,160,22-04-2025,28-05-2025,In Transit
PO000959,SUP010,PRO00131,345,17-07-2023,12-08-2023,Pending
PO000960,SUP007,PROD00102,523,21-02-2024,08-04-2024,In Transit
PO000961,SUP010,ITM00040,476,27-03-2024,18-04-2024,Pending
PO000962,SUP021,PROD00182,460,10-02-2024,18-02-2024,Pending
PO000963,SUP015,PRO00068,222,11-07-2024,29-07-2024,Pending
PO000964,SUP023,SKU00138,490,02-11-2023,15-12-2023,In Transit
PO000965,SUP017,SKU00093,342,15-11-2023,23-12-2023,Cancelled
PO000966,SUP004,PRO00131,88,09-02-2025,25-03-2025,Cancelled
PO000967,SUP012,PRO00038,354,05-01-2025,16-01-2025,Delivered
PO000968,SUP009,PRO00060,127,15-08-2024,20-09-2024,Pending
PO000969,SUP010,SKU00067,84,02-01-2025,22-01-2025,Cancelled
PO000970,SUP030,ITM00091,499,17-06-2025,30-06-2025,Delivered
PO000971,SUP014,PROD00174,321,04-10-2023,13-11-2023,In Transit
PO000972,SUP001,SKU00138,404,28-06-2023,10-07-2023,Delayed
PO000973,SUP006,PROD00125,205,16-02-2023,01-04-2023,Delivered
PO000974,SUP030,SKU00130,203,31-10-2023,20-11-2023,Delayed
PO000975,SUP017,PROD00123,377,08-03-2025,19-04-2025,In Transit
PO000976,SUP025,ITM00189,140,14-06-2025,28-06-2025,Delayed
PO000977,SUP020,ITM00023,73,,10-04-2024,Cancelled
PO000978,SUP004,ITM00023,108,10-07-2025,11-08-2025,In Transit
PO000979,SUP029,PROD00123,62,12-12-2023,23-01-2024,In Transit
PO000980,SUP028,PROD00045,96,10-04-2023,23-05-2023,Cancelled
PO000981,SUP004,ITM00050,122,21-02-2024,01-04-2024,Delivered
PO000982,SUP015,PROD00004,449,20-01-2025,01-02-2025,Delivered
PO000983,SUP013,SKU00138,477,22-03-2024,22-04-2024,Delayed
PO000984,SUP014,PRO00180,463,10-11-2024,05-12-2024,Pending
PO000985,SUP012,PROD00125,206,27-07-2023,02-08-2023,Pending
PO000986,SUP026,SKU00089,457,29-08-2024,14-09-2024,Cancelled
PO000987,SUP014,PRO00053,199,,21-08-2024,Cancelled
PO000988,SUP021,ITM00050,241,,20-04-2025,Delivered
PO000989,SUP015,PROD00191,397,18-07-2023,24-08-2023,Delivered
PO000990,SUP012,ITM00040,462,14-07-2023,28-07-2023,In Transit
PO000991,SUP005,SKU00154,512,14-02-2023,07-03-2023,Delayed
PO000992,SUP002,PROD00045,98,24-05-2025,24-06-2025,Pending
PO000993,SUP023,PRO00030,72,30-03-2023,06-04-2023,Delivered
PO000994,SUP009,ITM00001,99,12-10-2024,26-11-2024,Cancelled
PO000995,SUP028,PRO00144,151,26-07-2025,17-08-2025,Pending
PO000996,SUP015,SKU00142,248,23-12-2023,08-02-2024,In Transit
PO000997,SUP028,PRO00029,328,,21-10-2025,Delivered
PO000998,SUP013,PRO00163,62,07-03-2024,10-04-2024,Delayed
PO000999,SUP013,ITM00110,85,01-05-2024,04-06-2024,Delayed
PO001000,SUP006,ITM00111,65,05-11-2024,15-11-2024,Cancelled
PO001001,SUP007,PROD00075,,28-07-2023,08-09-2023,Delayed
PO001002,SUP012,PROD00123,403,21-04-2023,22-05-2023,In Transit
PO001003,SUP022,PROD00018,517,15-07-2023,23-08-2023,Delivered
PO001004,SUP009,PROD00048,226,04-11-2024,02-12-2024,Pending
PO001005,SUP009,PROD00044,503,01-07-2025,13-08-2025,Delayed
PO001006,SUP006,PROD00136,261,01-11-2023,02-12-2023,Pending
PO001007,SUP006,ITM00043,171,08-10-2023,03-11-2023,Pending
PO001008,SUP006,PROD00192,60,14-11-2023,31-12-2023,In Transit
PO001009,SUP005,ITM00127,358,08-02-2023,20-02-2023,Cancelled
PO001010,SUP020,SKU00054,394,05-05-2023,25-05-2023,In Transit
PO001011,SUP007,PRO00005,71,31-08-2024,07-09-2024,In Transit
PO001012,SUP005,SKU00186,314,06-07-2024,12-07-2024,Delayed
PO001013,SUP021,SKU00035,151,13-09-2023,04-10-2023,Delayed
PO001014,SUP005,PROD00107,177,10-12-2024,29-12-2024,Delivered
PO001015,SUP030,PROD00192,358,14-02-2025,28-03-2025,Delivered
PO001016,SUP006,ITM00105,516,05-07-2025,22-08-2025,Delayed
PO001017,SUP026,PRO00193,393,30-07-2025,10-08-2025,Cancelled
PO001018,SUP026,PRO00012,451,28-05-2023,10-07-2023,Delivered
PO001019,SUP001,ITM00071,313,24-09-2024,26-10-2024,Pending
PO001020,SUP010,SKU00046,51,,19-08-2024,Cancelled
PO001021,SUP009,PROD00167,95,22-05-2025,14-06-2025,In Transit
PO001022,SUP019,SKU00054,362,11-04-2023,22-05-2023,Delayed
PO001023,SUP018,ITM00200,279,08-12-2023,24-01-2024,In Transit
PO001024,SUP018,SKU00103,,23-02-2024,01-04-2024,Cancelled
PO001025,SUP025,PROD00084,117,14-06-2023,30-06-2023,Cancelled
PO001026,SUP030,PROD00132,392,12-08-2023,13-09-2023,Delivered
PO001027,SUP028,PROD00167,217,18-01-2023,23-02-2023,Cancelled
PO001028,SUP005,ITM00127,341,29-11-2023,06-01-2024,Delivered
PO001029,SUP010,ITM00043,53,13-06-2025,25-06-2025,Cancelled
PO001030,SUP016,SKU00116,278,01-09-2023,06-09-2023, Delayed
PO001031,SUP006,ITM00175,476,02-02-2025,08-02-2025,Pending
PO001032,SUP022,PRO00003,526,11-04-2023,19-05-2023,In Transit
PO001033,SUP024,SKU00079,479,11-02-2023,20-03-2023,Pending
PO001034,SUP004,PRO00032,97,20-02-2025,02-04-2025,Delayed
PO001035,SUP027,PROD00004,435,03-08-2025,28-08-2025,Delayed
PO001036,SUP024,PRO00087,523,15-02-2023,07-03-2023,Delivered
PO001037,SUP029,PRO00003,240,,20-03-2025,In Transit
PO001038,SUP004,PROD00062,367,25-06-2023,06-08-2023,Pending
PO001039,SUP025,SKU00061,391,15-06-2023,07-03-2023,Cancelled
PO001040,SUP030,ITM00158,549,26-03-2023,16-04-2023, Pending
PO001041,SUP001,PROD00073,228,17-02-2024,28-02-2024,Delivered
PO001042,SUP015,ITM00175,429,11-08-2023,28-08-2023,In Transit
PO001043,SUP018,ITM00023,367,13-05-2025,11-06-2025,Delayed
PO001044,SUP006,ITM00189,328,03-06-2024,14-07-2024,Delivered
PO001045,SUP021,PROD00125,327,31-07-2025,06-09-2025,In Transit
PO001046,SUP014,SKU00054,139,02-09-2024,14-09-2024,Cancelled
PO001047,SUP004,SKU00069,306,12-09-2023,06-10-2023,In Transit
PO001048,SUP022,PROD00167,247,18-08-2025,01-09-2025,Pending
PO001049,SUP028,SKU00093,542,17-01-2025,24-02-2025,Cancelled
PO001050,SUP005,SKU00061,347,25-01-2025,13-02-2025,In Transit
PO001051,SUP012,PROD00117,336,26-05-2025,14-06-2025,Cancelled
PO001052,SUP011,SKU00088,306,02-01-2024,16-01-2024,Delivered
PO001053,SUP025,PRO00012,226,28-12-2023,13-02-2024,Pending
PO001054,SUP018,ITM00099,309,21-10-2023,08-11-2023,Delayed
PO001055,SUP009,SKU00031,524,20-01-2023,27-02-2023,Pending
PO001056,SUP008,PRO00005,160,15-06-2025,01-07-2025,Cancelled
PO001057,SUP003,PROD00167,525,12-12-2023,22-12-2023,Delayed
PO001058,SUP006,PRO00095,261,19-04-2023,30-04-2023,Pending
PO001059,SUP001,SKU00154,427,31-08-2025,05-09-2025,Delivered
PO001060,SUP023,PROD00073,91,27-02-2025,27-03-2025,
PO001061,SUP002,PROD00059,244,17-09-2025,21-10-2025,Delayed
PO001062,SUP012,PROD00185,478,10-07-2023,25-08-2023, Delayed 
PO001063,SUP019,ITM00077,209,16-01-2024,17-02-2024,Delivered
PO001064,SUP026,PROD00149,219,27-07-2024,25-08-2024,In Transit
PO001065,SUP006,PRO00029,119,28-03-2024,29-04-2024,Delivered
PO001066,SUP005,PRO00198,122,25-02-2024,10-03-2024,Cancelled
PO001067,SUP005,ITM00135,216,10-12-2023,15-01-2024,Delivered
PO001068,SUP002,PRO00144,347,22-01-2024,09-03-2024,Pending
PO001069,SUP022,SKU00143,87,16-05-2024,11-06-2024,Delayed
PO001070,SUP024,SKU00120,335,19-06-2023,11-07-2023,In Transit
PO001071,SUP024,ITM00040,546,24-08-2025,18-09-2025,Delayed
PO001072,SUP023,PROD00178,414,16-05-2023,06-08-2023,Delivered
PO001073,SUP012,ITM00033,527,03-02-2025,16-03-2025,Delivered
PO001074,SUP012,PRO00017,245,29-12-2024,17-01-2025,
PO001075,SUP027,ITM00126,71,09-05-2025,23-05-2025,Pending
PO001076,SUP017,PROD00024,429,07-10-2023,24-10-2023,Delivered
PO001077,SUP023,ITM00158,481,12-12-2024,26-01-2025,Delayed
PO001078,SUP024,ITM00158,144,11-10-2024,01-11-2024,Pending
PO001079,SUP028,PROD00080,185,22-11-2023,26-12-2023,Cancelled
PO001080,SUP018,SKU00002,103,16-10-2024,30-11-2024,Delayed
PO001081,SUP029,ITM00105,354,03-05-2023,03-06-2023,In Transit
PO001082,SUP012,SKU00031,234,31-07-2024,15-08-2024,Delayed
PO001083,SUP002,ITM00175,303,27-09-2023,11-11-2023,Cancelled
PO001084,SUP027,PROD00199,52,06-08-2024,14-09-2024,Cancelled
PO001085,SUP020,PROD00147,432,01-10-2023,02-11-2023,In Transit
PO001086,SUP015,PROD00199,534,24-12-2024,11-01-2025,Delivered
PO001087,SUP016,PRO00115,188,25-12-2024,19-01-2025,Pending
PO001088,SUP002,PROD00123,335,29-04-2023,12-06-2023,Pending
PO001089,SUP008,PRO00012,204,05-01-2024,06-02-2024,In Transit
PO001090,SUP028,PRO00109,548,30-01-2025,25-02-2025,Delivered
PO001091,SUP009,PRO00161,236,04-01-2024,13-01-2024,In Transit
PO001092,SUP020,SKU00009,393,04-08-2023,13-09-2023,Delivered
PO001093,SUP015,PRO00029,220,08-07-2024,15-07-2024,Delivered
PO001094,SUP018,ITM00058,181,23-01-2023,09-02-2023,In Transit
PO001095,SUP011,PRO00115,94,23-05-2023,08-06-2023,In Transit
PO001096,SUP007,SKU00054,103,02-07-2023,28-07-2023,Pending
PO001097,SUP022,SKU00116,219,11-06-2024,02-07-2024,Pending
PO001098,SUP007,SKU00086,380,26-02-2023,03/16/2023,In Transit
PO001099,SUP001,SKU00120,371,28-10-2024,15-12-2024,Delivered
PO001100,SUP013,SKU00101,459,18-08-2024,26-08-2024,Delivered
PO001101,SUP026,PROD00018,56,10-12-2023,22-12-2023,Delayed
PO001102,SUP009,SKU00041,217,11-01-2025,26-02-2025,Pending
PO001103,SUP021,PROD00132,184,09-06-2024,16-06-2024,Delivered
PO001104,SUP005,SKU00118,208,18-03-2024,01-05-2024,In Transit
PO001105,SUP001,ITM00036,203,01-02-2023,01-03-2023,In Transit
PO001106,SUP003,PROD00049,294,21-02-2025,11-03-2025,Delivered 
PO001107,SUP002,PRO00095,493,27-07-2024,11-09-2024,Delayed
PO001108,SUP011,ITM00065,363,26-01-2024,15-03-2024,Delivered
PO001109,SUP001,PROD00107,295,02-06-2023,27-06-2023,Cancelled
PO001110,SUP029,SKU00067,489,03-10-2024,08-10-2024,Delivered
PO001111,SUP002,PRO00052,128,06-08-2024,20-09-2024,Pending
PO001112,SUP007,PRO00007,148,25-08-2024,07-09-2024,Cancelled
PO001113,SUP025,ITM00058,232,24-06-2023,15-07-2023,Cancelled
PO001114,SUP028,SKU00079,538,24-06-2025,19-07-2025,Pending
PO001115,SUP011,PROD00187,64,10-06-2023,22-06-2023,In Transit
PO001116,SUP002,SKU00082,254,12-03-2023,19-12-2023,Delayed
PO001117,SUP016,PROD00090,318,18-09-2025,12-10-2025,Pending
PO001118,SUP007,PROD00174,171,,11-07-2024,Pending 
PO001119,SUP019,PRO00148,311,09-07-2023,20-08-2023,Pending
PO001120,SUP019,SKU00154,154,04-06-2024,19-06-2024,In Transit
PO001121,SUP025,PRO00146,290,08-05-2025,27-06-2025,Cancelled
PO001122,SUP018,PRO00060,330,03-04-2023,04-05-2023,Delayed
PO001123,SUP005,SKU00020,306,19-04-2023,15-05-2023,Delayed
PO001124,SUP006,ITM00200,491,,21-01-2025,Delivered
PO001125,SUP008,SKU00179,418,27-12-2024,18-01-2025,In Transit
PO001126,SUP011,PROD00168,386,10-04-2024,28-04-2024,Delayed
PO001127,SUP008,PRO00137,178,01-04-2025,06-05-2025,Cancelled
PO001128,SUP024,ITM00128,329,27-08-2023,03-10-2023,Delivered
PO001129,SUP010,PRO00162,178,19-06-2023,29-06-2023,Pending
PO001130,SUP011,SKU00082,480,21-02-2025,11-03-2025,Delivered
PO001131,SUP011,SKU00098,491,19-07-2024,09-08-2024,In Transit
